,credit_reporting,debt_collection,mortgages_and_loans,credit_card,retail_banking
initiated subsequent,0.005831891025855016,0.0,0.0,0.0,0.0
initiated,0.005829632375793733,0.00106395000622973,0.002213677970137544,0.002929206176344188,0.005490306123012613
please delete,0.005827367561350923,0.0013898446027325302,5.1883077425098686e-05,5.590088122794252e-05,6.598925628620929e-05
prior,0.005822837932465303,0.013112464941642078,0.015893516051221898,0.010375203555906133,0.008552207614692723
freeze,0.005820573118022493,0.0007572256801094475,0.0006571856473845833,0.0018782696092588687,0.00411772959225946
alleged debt,0.005816048973059976,0.029816365170468814,0.0005214110874162837,0.0001454041972230649,0.0
paid full,0.005811513860251251,0.010543648710384712,0.0079035221277567,0.006227358168792797,0.0006598925628620929
order,0.005809249045808441,0.016409751447435117,0.018435786845051733,0.025155396552574136,0.024323639867096743
insurance,0.005795660159151579,0.024173710952354766,0.05917264980332505,0.004416169617007459,0.004513665129976715
commission,0.005793395344708769,0.004725471649290602,0.0012451938582023685,0.001218639210769147,0.00149135719206833
forbearance,0.005786600901380338,0.0014761108194538597,0.04953104458182755,0.001308080620733855,5.2791405028967434e-05
date last,0.005770747200280666,0.001974537849399319,0.0004150646194007895,0.00015652246743823908,6.598925628620929e-05
certified mail,0.0057639527569522345,0.007572256801094475,0.0014267846291902138,0.0012074590345235584,0.0003563419839455302
care,0.005761687942509424,0.010217754113881912,0.022197309958371388,0.013181427793548847,0.009647629269043797
previous,0.005759423128066614,0.007351798691695522,0.014008430904776645,0.008731717647804622,0.007403994555312682
fcra section,0.005750363870295373,0.002808444611038837,0.00015564923227529606,0.00011180176245588505,1.3197851257241858e-05
number please,0.0057458342414097524,0.0002492135149727296,0.00025941538712549343,0.00011180176245588505,0.000184769917601386
information file,0.005736774983638511,0.0012173121692898713,0.0004583005172550384,0.00039130616859559767,0.00031674843017380456
limit,0.005720921282538839,0.0035081594800007313,0.0022309723292792435,0.03454674459886848,0.0053583276104401945
metro format,0.005713649640620219,0.0001136033123705606,0.0,0.0,0.0
xxxxi,0.0057118620247675975,0.00392990542841612,0.0032945754164937667,0.0030521881150456617,0.0037217940545422037
standing full,0.005705980312243547,3.24580892487316e-05,0.0,0.0,0.0
civil,0.005700537952553546,0.004524183810274167,0.0010981918054979221,0.0004919277548058942,0.0007918710754345115
everything,0.005691478694782305,0.008425333833116512,0.014734793988728026,0.008809978881523742,0.01129736067619903
federal trade,0.005686949065896684,0.003661521643060873,0.0004237117989716393,0.0009279546283838459,0.0008842560342352044
continued,0.005684684251453874,0.010006881139674217,0.010091258559181695,0.005668349356513372,0.004130927443516701
numerous,0.005684684251453874,0.009364677081859877,0.010514970358153334,0.007859663900648718,0.008248657035776161
affected,0.005677889808125443,0.003306871640984296,0.005006716971522023,0.004304367854551574,0.0012801915719524602
federal law,0.005673360179239822,0.005338920301531168,0.0014527261679027632,0.0010062158621029654,0.0008182667779489952
agency account,0.005671095364797012,0.0010543648710384713,8.647179570849781e-05,7.826123371911954e-05,5.2791405028967434e-05
obligation,0.00565297684925453,0.009709741948745194,0.003778817472461354,0.0020012515479603424,0.0011746087618945253
deleted immediately,0.005650029158911855,0.0004419757664949767,2.044749362416799e-05,0.0,1.5604104044797244e-05
duty,0.005648447220368909,0.0025017202849185543,0.0011241333442104716,0.0008608735709103149,0.0008578603317207208
corrected,0.005639387962597667,0.001859516227104213,0.00789487494818585,0.0028621251188706573,0.0013197851257241858
none,0.005621269447055185,0.0037477878597822023,0.00472136004568398,0.00463977314191923,0.003985751079687041
added,0.005612210189283944,0.011090001416286466,0.011137567287254518,0.007613700023245772,0.005081172734038115
rep,0.005609945374841134,0.006728764904263698,0.01499420937585352,0.017105669655750413,0.015045550433255717
responded,0.0055895620448558414,0.011674694662953254,0.01107703703025857,0.009525510161241407,0.007338005299026473
confirmation,0.00558729723041303,0.004802152730820674,0.007523046226639309,0.007803763019420777,0.007113641827653361
erroneous,0.00558729723041303,0.00663291355235111,0.0016170225797489091,0.0014310625594353287,0.0005411119015469162
standing doubt,0.005560971882844636,0.0,0.0,0.0,0.0
embarrassing negatively,0.005546712980580931,0.0,0.0,0.0,0.0
consumer report,0.005542000941556825,0.004696716243716826,0.00012970769356274671,0.00011180176245588505,0.00044872694274622314
trade commission,0.005542000941556825,0.003661521643060873,0.00038047590111739036,0.0008385132184191379,0.0008182667779489952
inaccuracy,0.005539736127114015,0.005942783818580474,0.0006398912882428838,0.0002124233486661816,7.918710754345114e-05
medical,0.005532941683785583,0.02506512852514184,0.0021272061744290463,0.002325476659082409,0.0015045550433255717
violated,0.005532941683785583,0.010217754113881912,0.00236068002284199,0.0019453506667323997,0.0021380519036731807
ca,0.005517087982685911,0.008310312210821406,0.013316656539108664,0.013919319425757689,0.016734875394182676
customer service,0.00551029353935748,0.005051366245793403,0.02609718794482464,0.04126603052246717,0.031727634422409424
mark,0.00551029353935748,0.005923613548197956,0.00354534362404841,0.005690709709004549,0.0008842560342352044
information inclusion,0.0054991833063685845,0.0,0.0,0.0,0.0
account inquiry,0.005494439838257808,0.00017253243344265892,1.7294359141699562e-05,0.0002347837011573586,9.2384958800693e-05
second,0.005494439838257808,0.008473259509072805,0.01623940323405589,0.013282049379759143,0.011099392907340402
impacted lifestyle,0.005475418469262411,0.0,0.0,0.0,0.0
lifestyle following,0.005475418469262411,0.0,0.0,0.0,0.0
family,0.005474056508272515,0.010668255467871077,0.010393909844161437,0.006674565218616337,0.009990773401732087
act amendment,0.005468596166868615,9.430101147469773e-05,3.6459927511125295e-05,0.0,0.0
information reported,0.005458202807172843,0.0037094473190171667,0.000674480006526283,0.00032422511112206666,0.00025075917388759527
frca section,0.005441388483248382,0.00030835184786295015,0.0,0.0,0.0
report soon,0.005437819477187551,0.00019170270382517658,3.4588718283399124e-05,4.472070498235402e-05,1.3197851257241858e-05
despite,0.005431025033859119,0.006182412198361945,0.009070891369821421,0.008787618529032565,0.006823289099994041
term,0.005424230590530689,0.007466820313990628,0.020096045322654892,0.014098202245687105,0.010756248774652115
amount victim,0.005420849401732975,4.041471920344188e-05,1.2153309170375098e-05,0.0,0.0
account information,0.005412906518316637,0.003527329750383249,0.002092617456145647,0.002280755954100055,0.0029299229791076922
prove,0.005394788002774154,0.011070831145903948,0.004712712866113131,0.0064621418699501556,0.004738028601349827
properly,0.005390258373888534,0.004562524351039203,0.005093188767230521,0.003253431287466255,0.0026791638052200972
collector,0.005372139858346051,0.033164567761755546,0.0021790892518541447,0.0008944140996470804,0.00047512264526070687
week,0.005360815786132,0.015096587926232656,0.04165346399278339,0.029918151633194837,0.03277026467173153
hand wrong,0.005349356542728325,1.62290446243658e-05,0.0,0.0,0.0
add,0.005347226899475138,0.0027221783943175075,0.005880082108177851,0.004505611026972167,0.0054243168667264035
litigation,0.005342697270589517,0.004035341915519967,0.0008128348796598795,0.0002347837011573586,0.00019796776885862787
le,0.005313254682832984,0.004322895971257732,0.009200599063384166,0.005578907946548664,0.004988787775237422
local,0.0053087250539473625,0.004016171645137449,0.004496533376841886,0.004617412789428053,0.01186486828026043
receive response,0.00529060653840488,0.0011693864933335772,0.0012538410377732183,0.0005925493410161907,0.0007786732241772696
investigate item,0.00528853440229901,0.00014732525549832556,0.0,1.3218563383914993e-05,1.5604104044797244e-05
heard,0.005281547280633639,0.008118609506996229,0.009313012397805215,0.006137916758828089,0.007232422488968538
completeness accuracy,0.0052697902297339,0.00031731593491947043,3.067124043625198e-05,2.6437126767829985e-05,0.0
feel like,0.0052566343217627255,0.0012652378452461654,0.0031043374659350713,0.0019677110192235767,0.002481196036361469
act section,0.005253723796106663,0.002867176126236644,0.0001942511894295959,0.00021149701414263988,0.0
made pursuant,0.005245690579293044,0.00265185459896986,3.067124043625198e-05,1.3218563383914993e-05,0.0
never late,0.005236250991777433,0.0008722473024045535,0.0033378113143480155,0.00395778239093833,9.2384958800693e-05
permissible purpose,0.005232301884603679,0.00048730661434061534,3.067124043625198e-05,1.3218563383914993e-05,0.0
resolution,0.005222662105120571,0.005252654084809839,0.008949830855829522,0.010811230429484084,0.010360313236934858
single,0.00521133803290652,0.0032685311002192607,0.0059060236468904004,0.004673313670655995,0.00390656397214359
verified deleted,0.00521130863194824,0.0001136033123705606,0.0,0.0,0.0
relationship,0.005206808404020899,0.003824468941312273,0.00236932720241284,0.0025602603602397677,0.0044080823199187805
agent,0.005200013960692468,0.016256389284374975,0.021566065849699355,0.02019139829953284,0.015995795723777132
approved,0.005195484331806847,0.0026071567720224015,0.020709995072185225,0.010967752896922324,0.005437514717983646
stress,0.005186425074035606,0.0022237513643720485,0.003121631825076771,0.0018111885517853377,0.0017025228121841996
purchase,0.005186425074035606,0.011559673040658148,0.013532836028379907,0.05912077198667201,0.023201822510231184
reasonable,0.005181895445149985,0.005751081114755297,0.0029054523358055264,0.0027726837089059493,0.0026527681027056133
identification,0.005166041744050313,0.0018307608215304364,0.0004583005172550384,0.001554044498136802,0.002969516532879418
date removal,0.005146614238591746,1.1332711961409659e-05,2.044749362416799e-05,1.3218563383914993e-05,0.0
lending,0.00514339359962221,0.002913881098142684,0.012443291402452835,0.001978891195469165,0.00046192479400346503
behalf,0.0051411287851794,0.00859786626655917,0.004574357992979534,0.0031751700537471354,0.0031278907479663203
permission,0.005134334341850969,0.00483090813639445,0.0033724000326314147,0.0033764132261677286,0.0030355057891656274
file consumer,0.005134334341850969,0.0010447797358472124,0.00010376615485019737,0.00010062158621029654,0.00014517636382966044
appropriate,0.005132069527408158,0.0025113054201098134,0.0021012646357164966,0.0014310625594353287,0.001662929258412474
within credit,0.005130547804964509,0.001427921707137617,0.0001738036958054279,0.00026437126767829983,0.0
never opened,0.005102626939651625,0.0011885567637160948,6.0530256995948466e-05,0.0005813691647706022,0.0005279140502896743
report credit,0.005089038052994763,0.005578548681312638,0.002239619508850093,0.0020906929579250504,0.00019796776885862787
even though,0.0050845084241091425,0.007323043286121746,0.012953474997132971,0.012197572283937058,0.009990773401732087
accurate credit,0.00505824885364194,0.0008159552612214955,0.00012268496174500793,6.609281691957496e-05,0.0
dispute letter,0.005052801021909798,0.0031151689371591196,0.0001815907709878454,0.0006260898697529563,0.000277154876402079
made payment,0.0050482713930241774,0.00434206624164025,0.013619307824088406,0.012611238805023833,0.0013593786794959114
xxxxdispute,0.00504289843393005,0.0,0.0,0.0,0.0
damage,0.005041476949695746,0.009642646002406382,0.0052142492812224175,0.0036670978085530295,0.0036690026495132364
advantage ignored,0.005027244750908125,4.86871338730974e-05,0.0,0.0,0.0
compliance reporting,0.005019575422531454,3.24580892487316e-05,0.0,0.0,0.0
note,0.005018828805267644,0.011780131150057101,0.017216534525561916,0.00896650134896198,0.0077735343905154545
validity,0.005018828805267644,0.0055402081405476035,0.00026806256669634324,0.0004583872260691287,0.00039593553771725574
add hard,0.005000402101589776,0.0,0.0,5.678905166514436e-05,0.0
reporting compliance,0.004992732773213104,6.49161784974632e-05,0.0,0.0,0.0
major,0.004991651031953919,0.009604305461641347,0.0024730933572630373,0.0025379000077485904,0.001662929258412474
oh oh,0.004991305380195116,5.66635598070483e-05,4.089498724833598e-05,1.3218563383914993e-05,0.0
request method,0.004988898109024768,0.00024343566936548696,0.0,0.0,0.0
third,0.004984856588625489,0.010188998708308136,0.008266703669732391,0.005858412352688376,0.007945106456859597
frca,0.004975212927133671,0.0005119197765769306,0.0,1.5713347615674378e-05,0.0
theft make,0.004957678815311765,9.585135191258829e-05,1.7294359141699562e-05,1.1180176245588505e-05,3.959355377172557e-05
account never,0.0049440899286549034,0.0034602338040444374,0.0012278994990606688,0.0028621251188706573,0.0035766176907125434
hold,0.0049259714131124205,0.0077543743697283925,0.01887679300316507,0.028744233127408047,0.03848493426611726
law ensure,0.004916039489446389,9.73742677461948e-05,0.0,0.0,0.0
remove inaccurate,0.004907852897569938,0.0004888418947542003,2.5941538712549343e-05,5.590088122794252e-05,1.3197851257241858e-05
ability,0.004905588083127128,0.004667960838143049,0.0046608297886880316,0.004058403977148627,0.0032730671117959806
filing,0.004901058454241507,0.007236777069400416,0.006200027752299293,0.005120520720479535,0.005067974882780873
ensure bureau,0.004900700832693047,6.49161784974632e-05,0.0,0.0,0.0
dated,0.004894264010913077,0.013045368995303267,0.01343771705310056,0.010229861264713482,0.005147161990324324
explained,0.004885204753141835,0.012221047368855008,0.01770942376110035,0.016032372736173917,0.012907498529582537
disputed account,0.004871615866484973,0.005386845977487462,0.0003372400032631415,0.0005813691647706022,9.2384958800693e-05
regarding inaccurate,0.00486545165011509,0.00014732525549832556,4.089498724833598e-05,3.9655690151744977e-05,0.0
permissible,0.004862556608713732,0.000508012165136718,0.00011241333442104715,5.590088122794252e-05,3.959355377172557e-05
account amount,0.00484670290761406,0.00229084731071086,0.0009771312915060253,0.0012521797395059126,0.002665965953962855
united,0.00484670290761406,0.006067390576066839,0.0037701702928905046,0.0027391431801691837,0.003061901491680111
appreciate,0.00484217327872844,0.0028180297462300956,0.0027843918218136295,0.0029627467050809537,0.003141088599223562
available,0.004837643649842818,0.004610450026995496,0.010022081122614896,0.0168261652496107,0.021050572755300763
union,0.004835378835400008,0.0018307608215304364,0.004470591838129337,0.002973926881326542,0.009410067946413445
addition,0.004833114020957198,0.009364677081859877,0.007920816486898399,0.004908097371813354,0.004038542484716009
advantage,0.004819525134300336,0.002012878390164354,0.005309368256501765,0.003633557279816264,0.002402008928818018
derogatory item,0.004817252349233378,0.000498639326302025,1.0223746812083994e-05,6.609281691957496e-05,0.0
saw,0.004812730690971905,0.005674400033225227,0.004487886197271036,0.008429852889173733,0.006348166454733333
capital,0.004812730690971905,0.013725913593882644,0.00630379390714949,0.05673939444636166,0.016154169938864035
known,0.004808201062086285,0.0032397756946454842,0.0028362748992387284,0.003119269172519193,0.0029167251278504505
incorrect information,0.004803671433200664,0.0009393432487433652,0.0011414277033521712,0.0006931709272264873,0.0004091333889744976
reporting law,0.004803324572645367,0.00022901674215283733,2.4306618340750195e-05,0.0,0.0
appears,0.004799141804315043,0.003469818939235696,0.0042371179897163925,0.00433790838328834,0.0036953983520277203
response choice,0.004797164899607982,0.0,1.4640947710179866e-05,0.0,0.0
verification dispute,0.004797164899607982,1.62290446243658e-05,0.0,0.0,0.0
right frca,0.004793330235419647,1.62290446243658e-05,0.0,0.0,0.0
following account,0.004785552917658181,0.0021566554180332364,8.647179570849781e-05,0.00011180176245588505,0.00010558281005793487
reporting account,0.004783288103215371,0.003297286505793037,0.000553419492534386,0.0004136665210867747,5.2791405028967434e-05
performed would,0.00478182624285464,3.24580892487316e-05,0.0,0.0,0.0
appreciate timely,0.00478182624285464,0.0,2.9281895420359732e-05,0.0,0.0
legal standing,0.004774676513563983,0.00018860202294939546,6.0766545851875494e-05,0.0,0.0
payment made,0.00477422884544413,0.007140925717487828,0.016083754001780592,0.007289474912123705,0.001966479837329037
additionally,0.00477196403100132,0.0032685311002192607,0.00393446670473665,0.0029627467050809537,0.0020720626473869717
resulted,0.004767434402115699,0.006460381118908451,0.0029400410540889256,0.002750323356414772,0.00205886479612973
certifiably,0.004767226323498436,0.0,0.0,0.0,0.0
writing request,0.004760639958787268,0.0027701040702738018,0.00020753230970039474,0.00014534229119265055,7.918710754345114e-05
verifiable document,0.004755577807509727,2.6943146135627924e-05,0.0,0.0,1.8549119444054902e-05
full accordance,0.004755577807509727,4.041471920344188e-05,1.2153309170375098e-05,0.0,0.0
outlining step,0.0047549835935362895,0.0,0.0,0.0,2.234590464564858e-05
response outlining,0.0047549835935362895,1.62290446243658e-05,0.0,0.0,0.0
unfair,0.004737991814359165,0.006038635170493062,0.005335309795214315,0.007345375793351648,0.0033918477731111575
compliantly,0.004724449616707324,0.0,0.0,0.0,0.0
hand,0.004713078855488251,0.0027701040702738018,0.0030524543885099725,0.003197530406238312,0.0029035272765932088
thing credit,0.004713078855488251,0.00034506486688531783,7.782461613764803e-05,0.00012298193870147355,3.959355377172557e-05
previously,0.0047017547832742005,0.006374114902187121,0.006286499548007791,0.004975178429286885,0.00411772959225946
day day,0.004688165896617338,0.0003642351372678355,0.0010895446259270723,0.0013192607969794436,0.0022568325649883576
monthly payment,0.004688165896617338,0.003661521643060873,0.01898055915801527,0.004908097371813354,0.00038273768646001385
united state,0.004681371453288907,0.0048596635419682266,0.0014267846291902138,0.0017329273180662183,0.0024548003338469857
communication,0.004670047381074856,0.021710331208201247,0.01258164627558643,0.007378916322088413,0.007786732241772696
date opened,0.004663252937746425,0.001686983793661554,0.00034588718283399124,0.0004024863448411862,5.2791405028967434e-05
ignored dispute,0.004659116988827897,9.73742677461948e-05,0.0,0.0,0.0
consumer information,0.004654193679975184,0.0008243216264482593,6.917743656679825e-05,8.944140996470804e-05,0.00010558281005793487
breach may,0.004653718041887029,1.3471573067813962e-05,0.0,0.0,3.7098238888109804e-05
name address,0.004651928865532374,0.006345359496613345,0.0006917743656679825,0.001129197800804439,0.0012537958694379765
regulatory,0.0046473992366467525,0.0005367675707104944,0.0006139497495303344,0.0004919277548058942,0.000831464629206237
day later,0.004640604793318322,0.001686983793661554,0.004557063633837835,0.005310583716654539,0.006915674058794733
subsequent,0.004631545535547081,0.001121460817377283,0.00157378668189466,0.0012298193870147354,0.001003036695550381
listed credit,0.004629810623582273,0.002753849006622547,0.00022492242986584787,0.00026437126767829983,0.0
doubt aware,0.00462843967532121,0.0,0.0,0.0,2.234590464564858e-05
requisite standard,0.00461037839859769,0.0,0.0,0.0,0.0
formal complaint,0.004608897391118977,0.001006439195082177,0.0015046092453278618,0.0007602519847000183,0.0008050689266917533
act see,0.004605710973141417,0.00016999067942114488,3.067124043625198e-05,2.6437126767829985e-05,0.0
ever entering,0.004605625431176455,0.0,0.0,0.0,0.0
compliance appropriate,0.00460087246375522,0.0,0.0,0.0,0.0
mandatory optional,0.00460087246375522,0.0,0.0,0.0,0.0
entity allegedly,0.00460087246375522,0.0,0.0,0.0,0.0
plaintiff call,0.00460087246375522,0.0,0.0,0.0,0.0
defaulted line,0.00460087246375522,0.0,0.0,0.0,0.0
amendment truth,0.004600355495265671,7.932898372986761e-05,1.0223746812083994e-05,2.6437126767829985e-05,0.0
issued defaulted,0.004596119496333985,0.0,0.0,0.0,0.0
significantly deficient,0.004596119496333985,0.0,0.0,0.0,0.0
even mandatory,0.004596119496333985,0.0,0.0,0.0,0.0
removed finance,0.0045923222784520525,2.2665423922819317e-05,1.0223746812083994e-05,1.3218563383914993e-05,0.0
license,0.004590778875576495,0.009096293296504628,0.002715214385246831,0.004404989440761871,0.004896402816436729
sworn,0.004588514061133685,0.0005463527059017532,6.917743656679825e-05,0.00015652246743823908,0.00015837421508690228
missed,0.004588514061133685,0.002808444611038837,0.012901591919707873,0.008686996942822269,0.0012801915719524602
damaging effect,0.004578589040872846,3.24580892487316e-05,0.0,0.0,0.0
section duty,0.004574754376684511,1.62290446243658e-05,0.0,0.0,0.0
conduct,0.004570395545591202,0.0019361973086342835,0.0017294359141699562,0.001464603088172094,0.001583742150869023
please help,0.004570395545591202,0.004620035162186756,0.00751439904706846,0.006450961693704568,0.007971502159374082
please see,0.00455680665893434,0.002693422988743731,0.002040734378720548,0.0019118101379956343,0.0012801915719524602
invalid,0.00455454184449153,0.002463379744153519,0.000985778471076875,0.0015428643218912137,0.0009106517367496881
providing,0.00455454184449153,0.0078118851808759455,0.00514507184465562,0.004963998253041296,0.0040913338897449756
fraudulent charge,0.00455454184449153,0.0013898446027325302,0.00016429641184614584,0.011168996069342916,0.0035766176907125434
dispute fraudulent,0.00455454184449153,0.0005463527059017532,4.3235897854248905e-05,0.0002459638774029471,0.00015837421508690228
verifiable proof,0.00454412297757034,0.0015525815387131235,1.0223746812083994e-05,9.252994368740495e-05,0.0
page,0.0045432177722774785,0.0037861284005472375,0.00710798160723852,0.006003754643881027,0.0053583276104401945
information identified,0.004539125805561493,0.0004176187651022328,0.0,0.0,0.0001112947166643294
factual,0.004538688143391858,0.0012652378452461654,0.0005707138516760856,0.00031304493487647816,0.000184769917601386
inclusion inaccurate,0.0045325730706128175,3.24580892487316e-05,0.0,0.0,0.0
dispute credit,0.004529628885620617,0.001840345956721695,0.0005274779538218367,0.0019006299617500457,0.00022436347137311157
mandatory metro,0.004524824985015464,0.0,0.0,0.0,0.0
similar,0.004513775184520945,0.0027796892054650604,0.0023001497658460416,0.002437278421538294,0.002758350912763548
mistake either,0.004509565085482803,4.86871338730974e-05,0.0,0.0,0.0
block requested,0.0045072946288044,0.00040414719203441885,0.0,0.0,0.0001112947166643294
entity,0.0045069807411925135,0.004083267591476261,0.0016948471958865572,0.001017396038348554,0.0014253679357821207
report wrongfully,0.004505730421294468,0.0,0.0,1.8929683888381453e-05,0.0
date inquiry,0.004501279154564373,0.0007366262774916279,0.0,1.3218563383914993e-05,1.5604104044797244e-05
deptedxxxx,0.004501060147909291,0.0,0.0,0.0,0.0
return,0.004500186297864083,0.009374262217051135,0.01619616733620164,0.01824604763280044,0.018279023991279973
associated,0.004495656668978462,0.0038532243468860495,0.0023520328432711404,0.0037341788660265607,0.004526862981233957
collect,0.004495656668978462,0.052574466524054675,0.0048078318413924785,0.002414918069047117,0.0021644476061876646
bureau report,0.0044911270400928415,0.0009872689246996594,0.0003199456441214419,0.00035776563985883217,3.959355377172557e-05
report never,0.004488862225650031,0.0017540797400003656,0.0003199456441214419,0.00035776563985883217,9.2384958800693e-05
failure investigate,0.004487890459875008,0.00010199440765268694,0.0,1.3218563383914993e-05,3.120820808959449e-05
unauthorized inquiry,0.00447985724306139,0.0002719850870738318,2.044749362416799e-05,2.6437126767829985e-05,0.0
taking,0.004473008524550359,0.006623328417159851,0.010532264717295034,0.007479537908298709,0.008407031250863064
following information,0.004473008524550359,0.0036711067782521315,0.00038912308068824017,0.0002459638774029471,0.000277154876402079
phone number,0.004457154823450687,0.012709889263609208,0.006200027752299293,0.009838555096117883,0.014398855721650866
information list,0.004452045122657768,0.0,1.4640947710179866e-05,0.0,0.0
support,0.004448095565679446,0.004025756780328708,0.005845493389894452,0.010062158621029655,0.01867495952899723
public record,0.004448095565679446,0.0013515040619674948,0.000276709746267193,0.0004024863448411862,0.00011878066131517672
writing dispute,0.004448095565679446,0.0002587986501639884,0.0001383548731335965,0.0002347837011573586,5.2791405028967434e-05
view,0.004445830751236635,0.0008530770320220358,0.0018677907873035527,0.0020683326054338736,0.001940084134814553
remark,0.004443565936793825,0.002971391909290237,0.0009684841119351755,0.0016323057318559217,0.000277154876402079
information account,0.004441301122351015,0.002463379744153519,0.0008214820592307292,0.001151558153295616,0.0015309507458400554
following item,0.004441301122351015,0.0009393432487433652,0.00012970769356274671,5.590088122794252e-05,6.598925628620929e-05
security card,0.0044390363079082045,0.0006038635170493062,0.0001383548731335965,0.0016546660843470987,0.0014253679357821207
allowed,0.004436771493465394,0.006594573011586074,0.007220394941659567,0.00695406962475605,0.009779607781616217
inquires,0.004436771493465394,0.00022045810939895307,0.0003372400032631415,0.0002795044061397126,0.00013197851257241858
exercise,0.004434506679022584,0.0006805445985793769,0.0003977702602590899,0.00031304493487647816,0.00026395702514483716
profile damaging,0.004432871801716089,1.62290446243658e-05,0.0,0.0,0.0
accept,0.004425447421251343,0.004476258134317873,0.007298219557797215,0.005690709709004549,0.00476442430386431
demand comply,0.004421367809151082,4.86871338730974e-05,0.0,0.0,0.0
information reporting,0.004418269247490313,0.0008952842449513631,0.0001738036958054279,0.00011896707045523494,0.0
result identity,0.004416388163480101,0.005300579760766133,8.647179570849781e-05,0.0005366484597882482,5.2791405028967434e-05
changed,0.004414123349037291,0.0044954284047003905,0.012123345758331393,0.008653456414085502,0.008987736706181705
proven,0.004409593720151671,0.0014090148731150478,0.0005793610312469353,0.0006819907509808988,0.0006466947116048511
house,0.00440732890570886,0.006977978419236428,0.024134278182241738,0.00419256609209569,0.0047908200063787945
knowledge ever,0.004398269647937619,8.626621672132946e-05,8.647179570849781e-06,2.236035249117701e-05,2.6395702514483717e-05
follow,0.004389210390166378,0.004207874348962626,0.008560707775141283,0.005713070061495726,0.005595888933070547
valid,0.004380151132395136,0.0111283419570515,0.002490387716404737,0.008060907073069312,0.005133964139067083
sworn statement,0.004377886317952326,1.917027038251766e-05,8.647179570849781e-06,4.472070498235402e-05,1.3197851257241858e-05
try,0.004373356689066706,0.008588281131367911,0.010497675999011634,0.011940428230288524,0.012762322165752876
letter regarding,0.004366562245738274,0.0007188851393444121,0.00038912308068824017,0.0002459638774029471,0.00022436347137311157
requirement,0.004366562245738274,0.004869248677159485,0.007548987765351859,0.0030857286437824274,0.01051868745202176
remove credit,0.004362032616852654,0.004399577052787803,0.0005707138516760856,0.0004360268735779517,0.00017157206634414414
manager,0.004357502987967033,0.01016024330273436,0.022837201246614272,0.014523048943019468,0.0254454572239623
provision,0.004355238173524223,0.002194995958798272,0.0012278994990606688,0.0006372700459985448,0.0006862882653765766
tell,0.004352973359081413,0.011780131150057101,0.016827411444873673,0.015439823395157724,0.020667835068840748
item within,0.0043507085446386025,0.00028755405573776486,2.5941538712549343e-05,8.944140996470804e-05,5.2791405028967434e-05
fully,0.004346178915752982,0.0027701040702738018,0.0035885795219026593,0.0027391431801691837,0.002402008928818018
telephone,0.004346178915752982,0.009767252759892747,0.004185234912291294,0.004170205739604512,0.004500467278719473
day demand,0.004344955627343224,5.388629227125585e-05,2.4306618340750195e-05,0.0,0.0
except,0.0043325900290961195,0.0036902770486346493,0.0028189805400970287,0.003119269172519193,0.0027451530615063063
unverifiable,0.004328060400210499,0.0036902770486346493,0.0002853569258380428,0.0004583872260691287,2.6395702514483717e-05
finally,0.004325795585767689,0.006690424363498663,0.018029369405221794,0.013818697839547391,0.011996846792832848
pull credit,0.0042986178124539655,0.0006230337874318239,0.0011673692420647204,0.0006037295172617792,2.6395702514483717e-05
concerning,0.004296352998011155,0.0030576581260115666,0.0026546841282508826,0.0017888281992941607,0.001676127109669716
received letter,0.004296352998011155,0.013169975752789631,0.011388335494809162,0.011783905762850284,0.006229385793418157
credited,0.004287293740239914,0.0012173121692898713,0.0039431138843075,0.009212465226364928,0.006928871910051975
belong way,0.0042776706791112585,0.0,0.0,0.0,0.0
fraudulent information,0.004266910410254621,0.0010351946006559535,0.00015564923227529606,0.00019006299617500458,5.2791405028967434e-05
account paid,0.004266910410254621,0.004102437861858779,0.0020753230970039474,0.002795044061397126,0.0007786732241772696
transferred,0.00426011596692619,0.007064244635957757,0.016836058624444525,0.01211931105021794,0.021076968457815246
affecting,0.00425785115248338,0.0035944256967220607,0.0017986133507367544,0.0014310625594353287,0.00044872694274622314
request made,0.004251056709154949,0.0006038635170493062,0.0007004215452388323,0.00034658546361324366,0.00032994628143104645
opened life,0.00424915287458385,0.0,0.0,0.0,0.0
account fraudulent,0.004248791894712139,0.0009297581135521064,0.00010376615485019737,0.0006931709272264873,0.000739079670405544
title,0.004241997451383707,0.010016466274865476,0.02409968946395834,0.0006819907509808988,0.0013065872744669439
noted,0.004239732636940897,0.0031535094779241548,0.0029313938745180756,0.00239255771655594,0.0017553142172131672
section consumer,0.004237467822498087,0.0010447797358472124,0.00011241333442104715,4.472070498235402e-05,5.2791405028967434e-05
information may,0.004235203008055277,0.0005367675707104944,0.0002507682075546437,0.00011180176245588505,0.000184769917601386
consumer financial,0.004235203008055277,0.0052334838144273204,0.0023001497658460416,0.0017664678468029837,0.002006073391100762
negative account,0.004235203008055277,0.0009105878431695888,8.647179570849781e-05,0.0002012431724205931,0.0002903527276593209
surprise couple,0.004234893972320146,0.0,0.0,0.0,0.0
credit billing,0.004232938193612467,0.00044091621879790614,2.5941538712549343e-05,0.000995035685857377,9.2384958800693e-05
account also,0.004230673379169656,0.0015336216306014127,0.0009944256506477249,0.0018559092567676917,0.00333905636808219
dropped,0.0042284085647268455,0.003431478398470661,0.004842420559675878,0.004729214551883938,0.0016101378533835066
